TSC_CCS Type,TSC_CCS Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,Proficiency Level,Proficiency Description,Knowledge / Ability Classification,Knowledge / Ability Items
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Relevant stakeholders in BSP implementation
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,ability,Establish BSP design parameters
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,ability,Managing BSP implementation according to the BSP specifications
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Types of data collected for analysis during BSP
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Types of BSP performance gaps
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Types of corrective and preventive actions to rectify BSP performance gaps
tsc,WPH-WSH-5072-1.1,Workplace Safety and Health,Operational Control Implementation,Behavioural Safety Management,Manage behavioural safety programmes in an organisation,5,Design and implement behavioural safety programme that conforms to organizational requirements.,knowledge,Modes and frequency of data collection
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,knowledge,Human needs and errors in job functions
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,knowledge,Process to review and evaluate safety and health outcome of job re-design
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,ability,Manage the implementation of the job re-design
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,knowledge,Safety and health outcome of job re-design
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,ability,Identify human needs and errors related to the job function
tsc,WPH-WSH-5073-1.1,Workplace Safety and Health,Operational Control Implementation,Human Factors in Job Design,Identify and mitigate risks of incidents and/or accidents caused by human factors,5,Apply human factors to the design of job content and systems.,knowledge,Approaches to job function analysis
