TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type
AGR-QUA-4038-1.1,Agrifood,Quality Management,Quality Assurance Management,Establish and implement Quality Assurance procedures and conduct audits to ensure compliance with food safety and legislative requirements,tsc
AGR-QUA-4045-1.1,Agrifood,Quality Management,Good Agriculture Practices Implementation,"Establish and implement Good Agriculture Practices into organisational culture in the design, monitoring and control of farming processes and facilities management",tsc
AGR-QUA-5038-1.1,Agrifood,Quality Management,Quality Assurance Management,Establish and implement Quality Assurance procedures and conduct audits to ensure compliance with food safety and legislative requirements,tsc
AGR-QUA-5045-1.1,Agrifood,Quality Management,Good Agriculture Practices Implementation,"Establish and implement Good Agriculture Practices into organisational culture in the design, monitoring and control of farming processes and facilities management",tsc
AGR-CFC-3006-1.1,Agrifood,Stakeholder and Customer Management,Stakeholder Management,Monitor and maintain constructive relationships with stakeholders by influencing their expectations appropriately to help a business move toward its stated goals,tsc
AGR-CFC-4006-1.1,Agrifood,Stakeholder and Customer Management,Stakeholder Management,Monitor and maintain constructive relationships with stakeholders by influencing their expectations appropriately to help a business move toward its stated goals,tsc
AGR-FOP-2005-1.1,Agrifood,Sustainability Management,Sustainable Farming Practice Implementation,"Develop organisational sustainability goals, policies and plans and implement sustainability practices to ensure that farming is carried out based on best practices and protocols that uses clean energy, optimise water efficiency, minimise pollution and impact on the environment",tsc
AGR-FOP-3005-1.1,Agrifood,Sustainability Management,Sustainable Farming Practice Implementation,"Develop organisational sustainability goals, policies and plans and implement sustainability practices to ensure that farming is carried out based on best practices and protocols that uses clean energy, optimise water efficiency, minimise pollution and impact on the environment",tsc
AGR-FOP-4005-1.1,Agrifood,Sustainability Management,Sustainable Farming Practice Implementation,"Develop organisational sustainability goals, policies and plans and implement sustainability practices to ensure that farming is carried out based on best practices and protocols that uses clean energy, optimise water efficiency, minimise pollution and impact on the environment",tsc
AGR-FOP-5005-1.1,Agrifood,Sustainability Management,Sustainable Farming Practice Implementation,"Develop organisational sustainability goals, policies and plans and implement sustainability practices to ensure that farming is carried out based on best practices and protocols that uses clean energy, optimise water efficiency, minimise pollution and impact on the environment",tsc
AGR-HSE-1002-1.1,Agrifood,Sustainability Management,"Environmental Management System Policies, Standards, Procedures and Practices Management","Apply an effective and systematic process for managing and maintaining Environmental Management System policies, standards, procedures and practices in accordance with legislative requirement and management system requirements",tsc
AGR-HSE-2002-1.1,Agrifood,Sustainability Management,"Environmental Management System Policies, Standards, Procedures and Practices Management","Apply an effective and systematic process for managing and maintaining Environmental Management System policies, standards, procedures and practices in accordance with legislative requirement and management system requirements",tsc
AGR-HSE-3002-1.1,Agrifood,Sustainability Management,"Environmental Management System Policies, Standards, Procedures and Practices Management","Apply an effective and systematic process for managing and maintaining Environmental Management System policies, standards, procedures and practices in accordance with legislative requirement and management system requirements",tsc
AGR-HSE-4002-1.1,Agrifood,Sustainability Management,"Environmental Management System Policies, Standards, Procedures and Practices Management","Apply an effective and systematic process for managing and maintaining Environmental Management System policies, standards, procedures and practices in accordance with legislative requirement and management system requirements",tsc
AGR-TEM-2007-1.1-1,Agrifood,Technology Application,Robotic and Automation Technology Application,"Integrate robotic and automation technologies in engineering services, including construction, operations and maintenance so as to enhance productivity and precision and to reduce reliance on manual tasks",tsc
AGR-TEM-3007-1.1-1,Agrifood,Technology Application,Robotic and Automation Technology Application,"Integrate robotic and automation technologies in engineering services, including construction, operations and maintenance so as to enhance productivity and precision and to reduce reliance on manual tasks",tsc
AGR-TEM-4007-1.1-1,Agrifood,Technology Application,Robotic and Automation Technology Application,"Integrate robotic and automation technologies in engineering services, including construction, operations and maintenance so as to enhance productivity and precision and to reduce reliance on manual tasks",tsc
AGR-TEM-5007-1.1-1,Agrifood,Technology Application,Robotic and Automation Technology Application,"Integrate robotic and automation technologies in engineering services, including construction, operations and maintenance so as to enhance productivity and precision and to reduce reliance on manual tasks",tsc
AGR-TEM-2004-1.1,Agrifood,Technology Management,Internet of Things Management,"Interrelate computing devices, equipment and machines' data in a networked environment to provide specific solutions",tsc
AGR-TEM-3004-1.1,Agrifood,Technology Management,Internet of Things Management,"Interrelate computing devices, equipment and machines' data in a networked environment to provide specific solutions",tsc
AGR-TEM-3036-1.1,Agrifood,Technology Management,Smart Farming Technology Implementation,"Strategise, integrate and deploy emerging agriculture and/or aquaculture technology to streamline farming processes and operation practices,  maximise productivity and achieve sustainable food production",tsc
